tweetId,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
1998905562323440059,@Benzinga,Benzinga,2025-12-10T23:59:58.000Z,"Nvidiais developing new software designed to track where its advanced AI chips are actually being used. The goal is to curb the growing problem of smuggling chips into countries where exports are restricted.

The software allows customers to monitor the health and performance of","Nvidiais developing new software designed to track where its advanced AI chips are actually being used. The goal is to curb the growing problem of smuggling chips into countries where exports are restricted.

The software allows customers to monitor the health and performance ofShow more",,1,3,0,https://pbs.twimg.com/media/G72KA1zW8AAMkIj?format=jpg&name=small,/Benzinga/status/1998905562323440059
1998905555747016918,@Joynevertrump,nevertr7mp,2025-12-10T23:59:57.000Z,"China’s DeepSeek uses bannedNvidiachips for AI model, report sayshttps://msn.com/en-us/money/other/china-s-deepseek-uses-banned-nvidia-chips-for-ai-model-report-says/ar-AA1S5vah?ocid=socialshare…and it is a really good program","China’s DeepSeek uses bannedNvidiachips for AI model, report sayshttps://msn.com/en-us/money/other/china-s-deepseek-uses-banned-nvidia-chips-for-ai-model-report-says/ar-AA1S5vah?ocid=socialshare…and it is a really good program",🤣 🤣 🤣,0,0,0,,/Joynevertrump/status/1998905555747016918
1998905524620849217,@MF_Camillus,LBM_LXXVIII,2025-12-10T23:59:49.000Z,"$ORCLonce again called out stronger AI investments and$NVDAshares got hit in the AH in response

On a NTM basis,Nvidiais now valued below 25x P/E…that’s less than$WMT,$COST,$CMGand many other defensive single digits growth companies

At some point, we just have to","$ORCLonce again called out stronger AI investments and$NVDAshares got hit in the AH in response

On a NTM basis,Nvidiais now valued below 25x P/E…that’s less than$WMT,$COST,$CMGand many other defensive single digits growth companies

At some point, we just have toShow more",,1,0,0,https://pbs.twimg.com/profile_images/1997694630125608960/7wzL5xyY_mini.jpg,/MF_Camillus/status/1998905524620849217
1998905506036068417,@stupidlongdog,Rip (NOT IRP),2025-12-10T23:59:45.000Z,are you on amd ornvidiabecause everyone ive seen having fps issues has been onnvidiaso far and i havent had any performance issues besides some weird shadows,Replying to@alicenine_ow,,1,0,0,,/stupidlongdog/status/1998905506036068417
1998905496661844042,@JamesLa57816587,James Lawton,2025-12-10T23:59:42.000Z,"May the birds o"" paradise fly - up you're Nose ,May an elephant caress you with his toes .youtubeNvidiaTwitter X  Facebook Instagram Orient sun James Lawton .","May the birds o"" paradise fly - up you're Nose ,May an elephant caress you with his toes .youtubeNvidiaTwitter X  Facebook Instagram Orient sun James Lawton .",,0,0,0,https://pbs.twimg.com/media/G72J8yqW4AAg-dE?format=jpg&name=360x360 https://pbs.twimg.com/tweet_video_thumb/G72J883XsAAhRKM.jpg,/JamesLa57816587/status/1998905496661844042
1998905404991164729,@MyFastCall,MyFastCall,2025-12-10T23:59:21.000Z,Daily hot list:$NVDA$SPY$QQQ$AMDJoin real tradershttps://discord.gg/pZCST8rZXx,Daily hot list:$NVDA$SPY$QQQ$AMDJoin real tradershttps://discord.gg/pZCST8rZXx,🔥 👉,0,0,0,https://pbs.twimg.com/media/G72J3TvbcAAhygq?format=jpg&name=small,/MyFastCall/status/1998905404991164729
1998905384111681550,@TheValueist,TheValueist,2025-12-10T23:59:16.000Z,"$NVDA$ORCLOracle’s Q2 FY26 RPO disclosure, the prior comments about $65B of cloud commitments, andNvidia’s multi‑year cloud service agreements were reviewed using primary company filings, press releases, and reputable news coverage. The post correctly highlights several","$NVDA$ORCLOracle’s Q2 FY26 RPO disclosure, the prior comments about $65B of cloud commitments, andNvidia’s multi‑year cloud service agreements were reviewed using primary company filings, press releases, and reputable news coverage. The post correctly highlights severalShow more",,0,0,2,https://pbs.twimg.com/profile_images/1637548726930612225/BsWEu6Vt_mini.jpg https://pbs.twimg.com/media/G71uzUyWMAAsAsA?format=jpg&name=small,/TheValueist/status/1998905384111681550
1998905357805171204,@1_BigStep,Moontian,2025-12-10T23:59:09.000Z,Riddle me this: how much BTC does he orNvidiaown?,Replying to@BitcoinMagazine,,0,0,0,,/1_BigStep/status/1998905357805171204
1998905333507621273,@Pikameadows,Pikameadows,2025-12-10T23:59:04.000Z,One in six and a half thousand and still gambling ay I hope you win bronvidiahook my man up,Replying to@CritComplainsand@NVIDIAGeForce,💤,0,0,0,,/Pikameadows/status/1998905333507621273
1998905260077887664,@AFKarateDad,Mitten Man,2025-12-10T23:58:46.000Z,"trump is Making China Great Again!
By allowing access toNvidiachips China has already demonstrated the ability to leapfrog American tech using previous generation microchips. And we get nothing in return...","trump is Making China Great Again!
By allowing access toNvidiachips China has already demonstrated the ability to leapfrog American tech using previous generation microchips. And we get nothing in return...",,0,0,0,https://pbs.twimg.com/card_img/1998889105455820800/hNqrfnI5?format=jpg&name=small,/AFKarateDad/status/1998905260077887664
