tweetId,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
1948171201789972572,@emptywheel,emptywheel (check),2025-07-23T23:59:44.000Z,This Freudian slip brought to you by Maggie Haberman and Glenn Thrush.https://nytimes.com/live/2025/07/23/us/trump-news…,This Freudian slip brought to you by Maggie Haberman and Glenn Thrush.https://nytimes.com/live/2025/07/23/us/trump-news…,,13,401,118,https://pbs.twimg.com/media/GwlLVSVWgAAgy6X?format=jpg&name=small,/emptywheel/status/1948171201789972572
1948171105417752923,@TVivlia,The Vivlia,2025-07-23T23:59:21.000Z,"Tulsi Gabbard takes the MAGA mic to accuse Obama of a “treasonous conspiracy” againstTrumpThe louder they yell “treason,” the closer those Epstein files must be.","Tulsi Gabbard takes the MAGA mic to accuse Obama of a “treasonous conspiracy” againstTrumpThe louder they yell “treason,” the closer those Epstein files must be.",,0,5,5,https://pbs.twimg.com/amplify_video_thumb/1948171047301464064/img/MdY8SyzxTU725_hp.jpg,/TVivlia/status/1948171105417752923
1948171002342711644,@listen_2learn,The Researcher,2025-07-23T23:58:56.000Z,"Norm Eisen wrote Russia collision criminal Obama’s EOs on government transparency, integrity, ethics and accountability. 

He says that he knows a staff secretary who currently works in theTrump administration. That person needs to be fired ASAP.","Norm Eisen wrote Russia collision criminal Obama’s EOs on government transparency, integrity, ethics and accountability. 

He says that he knows a staff secretary who currently works in theTrump administration. That person needs to be fired ASAP.",,22,597,323,https://pbs.twimg.com/amplify_video_thumb/1948170924081180673/img/75f3JC_pyfliUa5w.jpg,/listen_2learn/status/1948171002342711644
1948171050669527372,@EricLDaugh,Eric Daugherty,2025-07-23T23:59:08.000Z,"BREAKING: Columbia University CAVES to theTrump administration, agrees to pay a $200 MILLION fine and pledges to STOP race-based hiring and admissions, per NYT.

In the era ofTrump, leftist elitist institutions cave.","BREAKING: Columbia University CAVES to theTrump administration, agrees to pay a $200 MILLION fine and pledges to STOP race-based hiring and admissions, per NYT.

In the era ofTrump, leftist elitist institutions cave.",🚨,73,4119,904,https://pbs.twimg.com/media/GwlLIGpW8AACY5V?format=jpg&name=small https://pbs.twimg.com/media/GwlLL33XoAA8kOi?format=jpg&name=360x360,/EricLDaugh/status/1948171050669527372
1948171116754718972,@Stoned216,D,2025-07-23T23:59:24.000Z,Donald Trumpis a pedophile,Replying to@thetonymichaelsand@GuntherEagleman,,3,17,3,,/Stoned216/status/1948171116754718972
1948170941986722291,@thesptvnews,SPTV NEWS,2025-07-23T23:58:42.000Z,"Trumpmocks Obama’s climate stance, citing his use of Air Force One to fly to Hawaii for golf after talking about reducing the carbon footprint..#DonaldTrump#BarackObama#AirForceOne#Hawaii#golf#climatestance#Trump#Obama#climatechange#sptv#sptvnews","Trumpmocks Obama’s climate stance, citing his use of Air Force One to fly to Hawaii for golf after talking about reducing the carbon footprint..#DonaldTrump#BarackObama#AirForceOne#Hawaii#golf#climatestance#Trump#Obama#climatechange#sptv#sptvnews",,0,2,2,https://pbs.twimg.com/amplify_video_thumb/1948170275050201092/img/t5e6LnMNnddbo65H.jpg,/thesptvnews/status/1948170941986722291
1948171068042031205,@LongTimeHistory,LongTimeFirstTime,2025-07-23T23:59:12.000Z,"Who needs the Epstein files—the first 16 women to accuseTrumpspeak out.#1 Cathy Heller—""He took my hand, and grabbed me, and went for the lips.""

#2 Jill Harth—""And he just slipped his hand there, touching my private part.""

#3 Temple Taggart—""He turned to me and embraced","Who needs the Epstein files—the first 16 women to accuseTrumpspeak out.#1 Cathy Heller—""He took my hand, and grabbed me, and went for the lips.""

#2 Jill Harth—""And he just slipped his hand there, touching my private part.""

#3 Temple Taggart—""He turned to me and embracedShow more",🤓 👇,390,9773,6037,https://pbs.twimg.com/amplify_video_thumb/1948170685643169792/img/wgbdfnUKVIwBD2yT.jpg,/LongTimeHistory/status/1948171068042031205
1948054179638833646,@Timcast,Tim Pool,2025-07-23T16:14:44.000Z,"“They knew the Russians were not trying to getTrumpelected. In fact, it seems the Russians may have wanted Hillary to get elected.”

Tulsi Gabbard has uncovered undeniable proof that Democrats were aware there was no credible evidence linkingTrumpto Russian support.","“They knew the Russians were not trying to getTrumpelected. In fact, it seems the Russians may have wanted Hillary to get elected.”

Tulsi Gabbard has uncovered undeniable proof that Democrats were aware there was no credible evidence linkingTrumpto Russian support.",,858,13352,2679,https://pbs.twimg.com/profile_images/1952496567853658112/80xjOjwx_bigger.jpg https://pbs.twimg.com/amplify_video_thumb/1948054065310470144/img/g_wgMdANQumAex3X.jpg,/Timcast/status/1948054179638833646
1948171178087956873,@ProfMJCleveland,Margot Cleveland,2025-07-23T23:59:38.000Z,"Trumptook offensive by seeking declaratory judgment that it could terminated CBAs based on national defense. District court just dismissed, holding no case or controversy (yet) and thus dismissesTrumplawsuit. 1/","Trumptook offensive by seeking declaratory judgment that it could terminated CBAs based on national defense. District court just dismissed, holding no case or controversy (yet) and thus dismissesTrumplawsuit. 1/",🚨 🚨 🚨,5,565,102,https://pbs.twimg.com/media/GwlLExLWsAAY_70?format=png&name=small,/ProfMJCleveland/status/1948171178087956873
1948170952476438562,@WatchSalemNews,Salem News Channel,2025-07-23T23:58:44.000Z,"PresidentTrumpdelivers an address on ""Winning the AI Race"" in Washington, D.C.","PresidentTrumpdelivers an address on ""Winning the AI Race"" in Washington, D.C.",,0,4,2,https://pbs.twimg.com/ext_tw_video_thumb/1948170888932663296/pu/img/yIGOeYaPLkzAZphe.jpg,/WatchSalemNews/status/1948170952476438562
